31|Toyota RAV4 2000~Reno, Nevada, 89502~Thomas, Ruby L.~303-345-6789~GKOL-2857~952-19-4356~6767 Country Club Road #15F~Quantitative Analyst~ec5c2c66-2e39-42d1-8b7a-ad78de262d63~2T3HK63EX7M111667
32|Subaru Forester 1998~Spartanburg, South Carolina, 29303~Robinson, Beckett T.~202-987-6543~CTRE-4126~428-79-2135~1313 Oak Street~Product Development Engineer~77c995d3-62fe-4d94-806d-3c56c801d2c3~4S4BE12R7KU014789
33|Honda CR-V 1997~Topeka, Kansas, 66601~Walker, Olive W.~206-765-4321~PZOT-9645~549-85-3129~2626 Maple Avenue~Data Visualization Specialist~fbf1997d-452e-4d97-a535-a7fc3459cb9b~3VWWR71L41N020101
34|Ford Escape 2001~Wilmington, Delaware, 19801~Harris, Jasper S.~410-567-8901~NIXE-1382~742-81-4198~3737 Park Place #2H~Epidemiologist~53c7485b-0c5e-4f30-9862-68348d9b9bd2~1G1ZP52974YJ011215
35|Nissan Pathfinder 1996~Yakima, Washington, 98901~Gordon, Piper G.~415-123-4567~RTRY-7293~915-61-4824~4949 Southside Drive Apt C~Statistical Analyst~8d984073-1c37-4817-856d-39f78c2855db~3B9FV1RT7KH103030
36|Chevrolet Equinox 2005~Abilene, Texas, 79601~Baker, Felix M.~617-901-2345~TOMA-4211~612-49-9173~6161 Sunset Boulevard #14J~Financial Planning and Analysis Manager~a4ec638b-cf39-4123-b6bf-70a66b332dde~1FGFE3KX36F102181
37|Dodge Dart 2013~Akron, Ohio, 44301~Hill, Elara H.~212-789-0123~XZUX-2754~387-93-9211~7373 Ridgeway Road #13K~Software Developer Team Lead~f2d78b8f-d6e8-435f-990c-edaef0c56d11~2G1WF5EJ4P7000119
38|Volkswagen Passat 1982~Albuquerque, New Mexico, 87101~Taylor, Sage E.~404-111-2222~ZKFT-2469~819-14-2658~8485 Main Street~Research Chemist~92aac4ae-b015-43e3-89a5-ff8f6729e7e1~1G8ZU37L45C105851
39|Mazda CX-5 2012~Ames, Iowa, 50011~Allen, Kai R.~703-234-5678~GYOP-1358~597-92-3157~9595 Highway 42~Materials Engineer~34ebbd07-1d76-4f70-ad64-fa4047f2b151~2T1RU12E54M104113
40|Audi A6 1999~Anaheim, California, 92802~Hunt, Remi J.~512-345-6789~THRA-9273~438-71-3912~123 Main St~Astronautical Engineer~3f64f2f0-849b-415a-8eb5-92e4c0765185~1N7AT6AA42J103456
41|Jeep Patriot 2007~Ashland, Kentucky, 41115~King, Indigo K.~619-567-8901~CHLO-4780~951-48-2179~456 Oak Ave Apt 3B~Digital Forensics Expert~3a1a5691-6937-43dd-9f78-7b3c849f9a57~1FTNE14NXKA120020
42|Hyundai Tucson 2004~Athens, Georgia, 30601~Johnson, Caspian J.~202-111-2222~KYOZ-6546~219-74-3925~789 Maple Rd~Compliance Auditor~fe8dd0c6-8309-48a5-a626-619a373e8e63~1B3CN4GH7DH100001
43|Ford Edge 2007~Augusta, Maine, 04330~Smith, Waverly S.~718-555-1234~FQBE-3825~582-85-4118~901 Elm St~Computational Biologist~706162bf-078e-4117-9a64-a4aef4773a82~2HKCP18R34H106527
44|Kia Sorento 2003~Austin, Texas, 78701~Diaz, Maverick D.~312-765-4321~XNAP-9217~472-51-2156~345 Pine Dr~Biostatistician~674d60f0-4d51-4388-9c68-145aa0e1e9cb~3VWRF71K72S109123
45|BMW 328i 1998~Bakersfield, California, 93301~Carter, Lylah C.~206-901-2345~YMRE-4752~815-42-6914~1111 Broadway~Portfolio Risk Manager~faa82765-20b6-48a7-abbc-70f0d9f0cd0e~1G8ZT44L25P105211
46|Toyota Highlander 2001~Bangor, Maine, 04401~Cook, Rowan B.~410-789-0123~TLYR-1681~627-91-3823~2222 Parkview Blvd Apt 5A~Artificial Intelligence Engineer~4d580690-3df4-42ec-9691-03a102eed70a~1FMRU13AXJL102234
47|Subaru Outback Wagon 2000~Baton Rouge, Louisiana, 70801~Harrison, Piper V.~415-987-6543~BRTS-8435~942-19-4132~3333 Forest Ln~Computer Vision Specialist~e0bed61d-00fa-497f-aa2f-6f2567fd801d~1G8ZT14K28C103453
48|Honda Pilot 2002~Bellevue, Washington, 98004~Perez, Atticus T.~503-234-5678~HULW-2194~518-93-2911~4444 Hillside Rd~Data Mining Engineer~17e066f1-9f70-4afa-b0f7-0ea69316e267~2B3FY7EH4GH108911
49|Ford Taurus 1986~Billings, Montana, 59101~Garcia, Luna A.~202-555-0194~JQIT-7368~612-81-4159~555 Riverwalk Ct~Sustainability Engineer~feb5e816-7ee6-4f00-b49a-71f76a0bcb4f~2FNYD32E35M104857
50|Nissan Murano 2003~Boise City, Oklahoma, 73006~Lewis, Orion M.~415-829-2187~VZET-3423~549-92-5179~6666 Lake Shore Dr Apt 2C~Financial Modeling Analyst~49ba887a-84fd-4dd8-b412-ed08adc1ca0e~1G1FP42V36Y100010
51|Chevrolet Traverse 2009~Butte, Montana, 59701~Lee, Indigo K.~206-444-9111~FYAH-1299~743-14-2197~7777 Lincoln Hwy~Research Physicist~ae01b864-858a-4e65-b6e9-7f63f54169e2~1FTNE14NXKB120030
52|Dodge Caravan 1997~Cape Coral, Florida, 33990~Hall, Journey R.~312-546-3822~JUNK-1234~428-95-4179~8888 Waverly Pl~Mechanical Engineering Technician~1a1a847f-5a40-47f0-b64c-37ed176e74a9~1FMEU62EXJL102142
53|Volkswagen Beetle 2012~Carbondale, Illinois, 62901~Woods, Phoenix J.~718-345-4218~KORP-9876~345-21-9012~9999 Grove St~Electrical Systems Engineer~cbb1ccc4-a44d-415b-939b-aa8388870ff6~1G8ZT44K27C103222
54|Mazda CX-7 2007~Clarksville, Tennessee, 37040~Davis, Sage E.~303-987-9123~XYPE-4211~923-45-6789~12121 Eureka Ave~Materials Scientist and Engineer~f5fe9ca4-03bb-406f-b8fd-bc5ce13d0d05~1B3CP4GH7DH100003
55|Audi Q5 2009~Cleveland, Ohio, 44113~Martin, Remi J.~504-231-4195~VILG-1357~111-22-3333~13131 Monroe St~Aerospace Operations Researcher~a7c4d97a-aa27-44cf-9484-81b10bba3d40~2HKCR18R34H106641
56|Jeep Liberty 2008~Coeur d'Alene, Idaho, 83814~Thompson, Kai R.~617-452-8129~RATH-9023~789-43-2108~16161 Michigan Ave~Software Development Manager~c7ccfbbd-739c-4561-b4a3-bbd24f4ef771~3VWRF71K73S109243
57|Hyundai Elantra GT 2013~Collierville, Tennessee, 38117~Morales, Beckett T.~408-823-2198~HULK-8462~567-89-0123~17171 Madison St~Quantitative Developer~66d26dc2-ccb8-4720-ac93-93df51419edd~1FMRU13AXJL101111
58|Ford Fusion 2010~Columbus, Georgia, 31901~Parker, Olive W.~214-654-3176~TORN-3145~321-90-4567~21212 Laurel Dr~Epidemiology Biostatistician~8a811da8-634d-4bae-ad70-7f5f22942383~1G8ZU37L46C105962
59|Kia Forte 2009~Corpus Christi, Texas, 78401~Rogers, Jasper S.~330-234-9414~LOST-7419~654-32-1098~23232 Park Pl~Computational Neuroscientist~ddd6c32e-9712-4e5e-8f0f-f9a6d66a3f5a~1G8ZQ41N74Z124351
60|BMW X3 2004~Davenport, Iowa, 52802~Gonzales, Piper G.~773-456-8130~BEAT-2580~890-75-4216~25252 University Rd~Data Architect~0475b4ed-9d3a-4353-8eb2-62bd489371d7~2FTEUUCD7LXK12345
61|Toyota Corolla LE 1984~Des Moines, Iowa, 50309~Hernandez, Felix M.~907-322-4917~GRAF-4932~743-19-8534~27272 Franklin Blvd~Biomedical Materials Engineer~f6e3dc4d-a199-4ec9-837f-912ea59ca12c~3B7FL18R14TL11101
62|Subaru Impreza 1993~Durham, North Carolina, 27701~Ortiz, Elara H.~415-742-2191~SINK-6174~412-98-7654~29292 Oakdale Dr~Quantitative Trader Risk Manager~0c38d014-bbfc-4847-b01f-7360f5adc1a0~4SADP60T3YH111111
63|Honda Odyssey 2008~Eugene, Oregon, 97401~Vargas, Rowan B.~202-555-0182~FLUT-3821~219-85-4321~33333 Sunset Dr Apt 1A~Environmental Impact Analyst~bac46c4a-e949-4470-be56-15097d7ffb55~5UXDE34B12A000001
64|Ford Ranger 1998~Evansville, Indiana, 47701~Lopez, Caspian J.~206-444-9113~BOOM-9156~678-93-2109~4343 Brookside Dr~Research and Development Engineer~c7b0b435-f9a7-4f31-9249-1e21eca553e4~JF1VUEJG5LD100101
65|Nissan Altima Coupe 2007~Fayetteville, Arkansas, 72701~Santiago, Maverick D.~312-546-3825~JOLT-4728~345-67-8932~4949 Ridgeway Ln~Investment Banking Associate~06423c08-71ac-448a-b615-a4d6f83f71a2~KTJHU7XK42L200201
66|Chevrolet Malibu 1998~Flint, Michigan, 48501~Fisher, Lylah C.~704-222-4192~NITE-1347~901-23-1112~5151 Cambridge St~Financial Reporting Analyst~cf61b373-e0d4-40e3-8585-2b43072fc10b~2C4GP44RV6E123456
67|Dodge Avenger 2008~Fort Worth, Texas, 76101~Rossi, Orion M.~201-432-1918~CORK-8263~753-42-6789~6262 Cedarwood Dr~Biotechnology Research Scientist~5d39d6fe-8cff-4f68-a794-c5402d8462de~4U2AE5248HL112233
68|Volkswagen Golf GTI 2010~Gastonia, North Carolina, 28054~Chen, Journey R.~303-987-9129~HOPS-2198~627-15-3090~7373 Valleyview Dr~Materials Properties Engineer~896a1302-2fea-48b1-a609-099605c6530e~5FLFJGKRXLF33333
69|Mazda6 2009~Gilbert, Arizona, 85234~Peters, Phoenix J.~504-231-4196~DISH-9645~189-43-7213~8485 Maplebrook Dr~Systems Integration Engineer~66902bdd-6d59-4ce6-9f93-5b827d99329f~3N7AT66T43L900001
70|Audi A4 Allroad 2009~Grand Junction, Colorado, 81501~Kim, Sage E.~617-452-8124~RUSH-3512~912-54-3210~9494 Wabash Ave~Algorithmic Trading Specialist~85f5828f-73dc-493d-875e-8a5df852a0ee~1P3FX46K21Z55555
71|Jeep Commander 2006~Greenville, South Carolina, 29601~Lee, Atticus T.~408-823-2199~PINE-7890~346-78-1235~10101 Lakeshore Dr Apt 4E~Epidemiology Statistician~a91720d4-6e24-4502-a923-c16cb91a3c94~3VWWD68R42S66666
72|Hyundai Accent 1995~Hershey, Pennsylvania, 17033~Garcia, Luna A.~214-654-3177~MOAN-6289~819-26-9438~11111 Country Club Dr~Software Developer~0c974159-5d8d-4bf9-bd41-4bd80d98d75d~4G3WA55B22H88888
73|Ford EcoSport 2013~Honolulu, Hawaii, 96813~Nelson, Piper V.~330-234-9415~FUNK-4132~421-65-1098~12121 Ridgewood Rd~Financial Analyst~262b8159-66fa-4152-a4bd-a48286481d59~6C8FP23D2X99999
74|Toyota Corolla 2005~Hot Springs, Arkansas, 71901~Morgan, Jasper S.~773-456-8131~SPIN-9251~938-17-2564~13131 Hillcrest Dr~Quantitative Analyst~85d20731-f2cd-406d-ab52-6bbc4699ea2b~JF8UXZEJ5LD77777
75|Honda Civic 2012~Jacksonville, Florida, 32202~Wilder, Felix M.~907-322-4918~TART-4686~267-93-8421~15151 Parkside Pl~Data Scientist~4a9cf6ad-e5ea-4cce-b3c4-25b476648cbc~2HKCU35T11N101010
76|Toyota Corolla 2012~Jesup, Georgia, 31545~Taylor, Rowan B.~415-742-2192~MOLD-7154~513-82-9456~17171 Briarwood Dr~Researcher~2bdc1c6d-bb96-4616-986a-4e5422411c6a~1C7RR14RTK1111111
77|Honda Civic 1995~Knoxville, Tennessee, 37919~Hernandez, Elara H.~202-555-0183~HIDE-2937~982-14-7389~18181 Greenway Ln~Scientific Computing Specialist~cd4d7abb-170e-4f18-934d-c60a4f4944f6~4SBEK13T34R33333
78|Ford Mustang 1969~La Crosse, Wisconsin, 54601~Vargas, Maverick D.~206-444-9112~KNEE-8493~749-56-3121~21212 Cedar Ridge Dr~Network Architect~6cdc4933-5d49-438b-a6e2-d9f411846544~2WBCAXES3L22222
79|Chevrolet Camaro 1987~Lakewood, Colorado, 80214~Ortiz, Lylah C.~312-546-3826~TEAL-6128~219-98-7534~23232 Valleyview Dr~Cybersecurity Consultant~9a54fc11-acad-4f8b-a67c-21eb19c0fa52~5XYKT64T20Y55555
80|Nissan Altima 2008~Lawrence, Kansas, 66044~Lopez, Caspian J.~718-345-4219~BITE-2745~465-81-2912~25252 Maple Ave~IT Project Manager~8674a592-e559-4731-945e-6ca282e14b03~3GPERP56VX1234567
81|Dodge Charger 1971~Little Rock, Arkansas, 72201~Santiago, Orion M.~303-987-9130~WISP-4213~936-18-4257~27272 Oak St~Systems Administrator~175a76bf-bd8e-4a0a-a7d4-7dc999ea1bbb~JF8UZZD74LD000001
82|Subaru Outback 2003~Long Beach, California, 90802~Fisher, Journey R.~504-231-4197~DUST-9352~123-45-6789~29292 Beechwood Dr~Database Administrator~ae424581-2dd2-4ecd-afd4-17773bd89011~4T1CF11C9H222223
83|Jeep Wrangler 1997~Macon, Georgia, 31204~Rossi, Phoenix J.~617-452-8125~GATE-7149~567-39-8213~33333 Elmwood Dr Apt 2B~Cloud Architect~1f273f37-7969-4984-a231-b6d9484cd2ad~2B3F65E43K1111111
84|Volkswagen Golf 1999~Manchester, New Hampshire, 03101~Chen, Sage E.~408-823-2201~LUTE-3825~987-42-1958~4343 Hawthorne Dr~Machine Learning Engineer~a100a0a9-7661-4371-bb94-5fa3436bd45e~6W7DF1S42Z33333
85|Mazda MX-5 Miata 1994~Meridian, Mississippi, 39301~Peters, Atticus T.~214-654-3178~SAGE-9183~315-69-9421~4949 Ridgeway Rd~Artificial Intelligence Researcher~ac718fc2-4e6c-4785-a4b4-8e902f30073d~5LMTF13D23N44444
86|Kia Optima 2012~Mesquite, Texas, 75149~Kim, Luna A.~330-234-9416~CITE-2691~654-91-2789~5151 Cambridge Pl~Computational Biologist~377ca613-2c6f-420b-b0f9-c712878c538f~4T1BF13P8H33333
87|Hyundai Elantra 2006~Midland, Michigan, 48640~Smith James~773-456-8132~NOSH-4516~741-93-2156~6262 Cedarwood Ln~Statistical Analyst~466f299a-4cab-4c4c-b199-8d37af02ebc6~2FTEUUCD7LX99999
88|BMW M3 1995~Montgomery, Alabama, 36101~Johnson Emily Anne~907-322-4919~RAZE-6347~283-19-4215~7373 Valleyview Pl~Operations Research Analyst~203342fe-82e6-4ae3-8056-906b71914c83~1G1FP21R52Y77777
89|Audi A4 2001~Mount Pleasant, South Carolina, 29464~Williams Michael Patrick~206-555-1234~PORK-7935~945-62-1894~8485 Maplebrook Ln~Engineering Manager~57631a79-47f0-4f88-add2-3ce4a3cd42e3~3VWAJ69M15S55555
90|Mercedes-Benz C-Class 1994~New Haven, Connecticut, 06511~Brown Rachel Lee~415-987-6543~TOAD-2159~912-85-3721~9494 Wabash Ct~Product Development Manager~5b1c648e-0aea-4967-8b28-c42fd34a4373~1FTEUUEJXFL60444
91|Porsche 911 1987~Norfolk, Virginia, 23501~Davis Christopher Ryan~312-345-6789~FELL-9641~369-47-8192~123 Main Street~Software Engineering Manager~8695607c-35d5-4881-a924-5fe22b5659e4~3C7DR13K43T64422
92|Ferrari 250 GT 1960~Ocala, Florida, 34475~Miller Sarah Elizabeth~504-901-2345~MOAT-7184~219-56-3789~456 Oak Avenue~Data Engineer~ad105a6a-c100-49ba-911a-f495b5d14a7e~2G1WG5E53A202444
93|Lexus ES 300h 2013~Odessa, Texas, 79761~Harris Thomas Henry~617-876-5432~HINT-3927~753-18-2913~789 Pine Drive Apt 3B~Business Intelligence Developer~4d8c9427-a59d-415f-a4f1-09c38c2f40c0~4S4BE1116KR041341
94|Toyota Tacoma 2005~Omaha, Nebraska, 68114~Martin Lisa Marie~202-456-7890~AKID-0123~465-94-1234~901 Maple Lane~Financial Modeling Specialist~f6d161cc-c8ef-485a-9626-d24bcde95ef6~1B3AX2LL7JN102221
95|Chevrolet Silverado 1999~Orange Park, Florida, 32073~Thompson David Charles~510-111-2222~JFHS-4567~981-27-5468~2344 Elm Court Apt 2A~Algorithmic Trader~567e8c00-def4-4489-b587-20de5dc60acb~5XYDT61K73Z103311
96|Ford F-150 2004~Palm Bay, Florida, 32905~Taylor Ashley Nicole~303-555-9011~BZOP-9012~451-87-1349~1111 Cedar Street Suite 300~Quantitative Researcher~a2e87d61-f8b1-45e5-85dd-82db627b9464~1GNDC9A74R114111
97|Dodge Ram 1992~Pasadena, California, 91101~Jackson Matthew Joseph~973-654-3210~GNTY-3456~623-11-4215~2222 Willow Way~Portfolio Manager~1baedc07-71bf-486c-8a20-a3beda882a4c~2M3BW19RXHM103330
98|Subaru Forester 2003~Peoria, Illinois, 61602~Wilson Samantha Jane~404-888-9999~VXEO-7890~498-62-9127~3333 Hickory Road~Investment Banker~1ba32435-94c7-49ec-bbd1-2be043e41ee2~4T1CF12R8EZ012222
99|Honda CR-V 2001~Phenix City, Alabama, 36867~Grayson Ethan Alexander~503-765-4321~QWRT-2345~917-45-6782~4444 Poplar Place~Risk Management Consultant~2c41341c-60d7-4a07-beaa-8c042ae717c6~1P4FP43L2S1066331
100|Volkswagen Passat 1998~Pittsburgh, Pennsylvania, 15213~Hall Julia Rose~716-453-2468~RTHN-6789~219-98-3456~5678 Magnolia Boulevard Apt 12A~Compliance Officer~48af5274-c9d0-4873-948b-5426eed0facc~1FAFP44K33F1044444
101|Mazda CX-7 2006~Plano, Texas, 75023~Anderson Robert Eric~949-123-4567~ZYFX-1342~326-14-7890~9876 Spruce Street~Financial Planner~93e62e00-c4ea-4912-ba7b-904558e84143~3GTPU14RVH1055555
102|Kia Sorento 2003~Rochester, Minnesota, 55901~Walker Joshua Tyler~206-234-5678~CDEP-5678~849-73-2104~12121 Walnut Avenue~Accountant~25ea9da2-7ace-4bb3-a41b-d6505bc67c4c~6FZAB34Y74J1077777
103|Hyundai Santa Fe 2013~Rockford, Illinois, 61101~White Hannah Kate~415-345-6789~IXTP-9021~413-91-2561~14141 Cypress Drive~Auditor~98c3c9fc-61fd-4536-9cff-f877aa85e735~1B4HP44K9BH1088888
104|BMW X5 2000~Sacramento, California, 95814~Moore Daniel James~202-789-0123~JXK2-1234~729-82-9341~6666 Ashwood Lane~Tax Consultant~ba4a2338-df51-4113-bf1f-e7e1495c171c~1FTFW10D3EKB1010101
105|Audi Q7 2006~Salem, Oregon, 97301~Robinson Rachel Paige~520-111-2222~PQOB-5678~592-16-7428~8888 Cherry Hill~Valuation Analyst~89803574-fb61-4114-8599-e24192fd0b32~WDBMJ38A76P1033333
106|Mercedes-Benz GLE 2006~Salt Lake City, Utah, 84101~Garcia Michael Antonio~313-987-6543~HYVE-9012~417-93-8219~11011 Locust Street~Credit Analyst~bb150542-3244-4ef2-81e8-ad14443c646d~1C4RY2GGXEL1022222
107|Porsche Macan 2014~San Angelo, Texas, 76901~Perez Emily Alexis~718-555-9012~FDCR-3456~285-41-6193~22323 Sycamore Court~Financial Controller~d0e48453-316d-4e16-b27f-9a941fe7c0c2~1G2NL12V43F1044444
108|Ferrari F430 2004~San Francisco, California, 94102~Hernandez Christopher Javier~404-345-6789~BZMT-7890~931-75-4682~33033 Dogwood Drive~Budget Analyst~c48ba2e7-d964-44ed-bf31-6ca08fcf26e5~3N1CV16R5HT1055555
109|Lexus RX 350 2008~Santa Rosa, California, 95401~Nunez Sarah Isabella~510-234-5678~EUXL-1245~614-29-8127~90101 Pineview Road~Forensic Accountant~c8a11c98-f930-4e1e-bd6d-4807b94f5608~1GTPU14RVH1066666
110|Toyota Avalon 2000~Shreveport, Louisiana, 71101~Martin Lisa Nicole~206-789-0123~GJHR-6789~382-95-7145~12345 Oakbrook Drive Apt 5B~Data Visualization Specialist~8c5f2eff-adce-4cce-82b9-92116216535d~4T1CP13K9EZ1022222
111|Chevrolet Malibu 1998~Spokane, Washington, 99201~Soto Thomas Andrew~303-456-7890~AOPH-2468~951-83-4216~23456 Willow Creek Way~Business Intelligence Developer~eb23634d-15e8-4db5-973c-96f17a704b6b~1B7FL33X5JN1077777
112|Ford Focus 2000~Springfield, Illinois, 62701~Rodriguez David Jorge~312-123-4567~CXGM-1357~467-91-2598~34567 Maplewood Court~Market Research Analyst~fd048e56-d734-4464-bc5c-b7be1db19f62~3VWVG72RXE1088888
113|Dodge Caravan 1996~St. Paul, Minnesota, 55101~Carter Ashley Marie~617-901-2345~KLYN-4891~823-17-9461~11111 Brookside Drive~Survey Statistician~c84bbe17-d05f-4622-87cf-b9474b6610c9~1P3AK64V35S1033333
